davenport, ne;41.5236436 -90.5776368
davenport, wa;41.5236436 -90.5776368
davidson, ok;34.24092 -99.0756322
davie, fl;26.075729 -80.284109
davis, ca;38.55413 -121.798469
davis park, ny;40.6842544 -73.0043115
davis, wv;37.8267689 -82.0845742
dawson, ga;34.4077085 -84.1356771
dawson, md;39.4775917 -78.9437284
dawsonville, ga;34.4212053 -84.1190804
dayton, mn;41.4892011 -90.3215147
dayton, nv;39.2371386 -119.59295
dayton, oh;39.7589478 -84.1916069
dayton, tn;35.4939587 -85.0124535
daytona bch shr, fl;29.219137 -81.023674
daytona beach, fl;29.2108147 -81.0228331
dayville, or;44.4682007 -119.5358104
de borgia, mt;47.3757636 -115.3459811
de kalb, il;41.935768 -88.749078
de ruyter, ny;40.631368 -74.156451
deadhorse, ak;70.2006973 -148.4598151
deadwood, sd;44.376651 -103.729642
death valley, ca;36.4555 -116.86755
decatur, il;39.8454163 -88.9524151
decatur, mi;42.1080979 -85.9744569
decatur, ne;39.8454163 -88.9524151
decatur, tx;39.8454163 -88.9524151
decker, in;43.4705555 -87.8625891
deckers, co;39.2541804 -105.2269298
deer lodge, mt;46.0753795 -113.089332
deer park, wa;47.9543375 -117.476891
deerfield beach, fl;26.318342 -80.0996306
deerfield, va;38.7287269 -77.4216539
defiance, oh;41.3203058 -84.5084835
dekalb, il;41.9294736 -88.7503647
dekalb, ms;32.7694601 -88.64786
dekalb, tx;41.9294736 -88.7503647
del rey oaks, ca;36.5932934 -121.8349515
del rio, tx;29.3627296 -100.896761
deland, fl;29.0283213 -81.3031098
delano, ca;35.7688425 -119.2470536
delano, pa;40.8384998 -76.0724864
delaplane, va;38.9152937 -77.9203579
delavan, mn;42.6330703 -88.6437138
delavan, wi;42.6330703 -88.6437138
delaware, oh;40.2317686 -82.9651045
delia, ks;39.240552 -95.966935
delight, ar;34.03149 -93.50296
dell city, tx;31.9387239 -105.2013454
delmar, md;38.452527 -75.574165
delphi, in;40.580452 -86.637891
delray beach, fl;26.4614625 -80.0728201
delta junction, ak;64.0373478 -145.7321572
deming, nm;32.2686981 -107.7586404
deming, wa;48.8256718 -122.21599
demopolis, al;32.5178284 -87.8368201
demorest, ga;34.565193 -83.5453322
denison, ia;42.0177658 -95.3552757
denton, tx;33.1838787 -97.1413417
denver, co;39.7391428 -104.984696
denver, pa;40.2331483 -76.1371684
deridder, la;30.846201 -93.289281
derry, pa;40.3339589 -79.2997573
des arc, ar;34.9770353 -91.4951307
des moines, ia;41.5910641 -93.6037149
des moines, wa;41.5910641 -93.6037149
descanso, ca;32.8528287 -116.6158525
desert aire, wa;46.6792986 -119.9172672
desert center, ca;33.7131763 -115.4003235
destin, fl;30.3935337 -86.4957834
detroit lakes, mn;46.817181 -95.845325
detroit, mi;42.3486635 -83.0567375
devers, tx;30.0274371 -94.5915841
deville, la;31.3574037 -92.1654076
devore, ca;34.2163964 -117.4014365
dewitt, ar;37.9315016 -81.1264898
dewitt, mi;42.842382 -84.5694103
dexter, mi;42.3383697 -83.8885553
diablo, ca;37.842428 -121.9586551
diamond lake, or;43.1787376 -122.1389202
diboll, tx;31.1871319 -94.7810412
dickson, tn;36.1459327 -87.3480592
dighton, ks;41.8139905 -71.1203229
dillingham, ak;59.9011107 -158.2016852
dillingham, hi;21.5792483 -158.1970174
dillon, co;34.4165391 -79.3713948
dillon, mi;42.314465 -83.3465162
dillon, mt;45.216416 -112.6378442
dimock, sd;43.474152 -97.985628
dinsmore, ca;40.4915307 -123.6069814
disputanta, va;37.4884178 -84.2574337
divide, mt;45.7510371 -112.747251
dixie, id;45.5540749 -115.4612364
dixie inn, la;32.5977801 -93.3318769
dixon, ca;38.44546 -121.8233
dixon, mt;47.3159592 -114.3173846
dixon, wy;41.842224 -89.4815485
dodge center, mn;44.0280202 -92.8547287
dog fish bay, ak;28.6932619 -96.3842367
dog island, fl;30.4635612 -82.3578979
donald, or;45.2222599 -122.8413946
donnelly, id;44.7325107 -116.0775155
donnybrook, nd;48.495604 -102.006123
dorchester, nh;43.756738 -71.948694
dorset, vt;43.255205 -73.098907
dos palos, ca;36.9860582 -120.6265722
double springs, al;34.1464916 -87.4022386
douglas, az;31.46223 -109.5939427
douglas city, ca;40.6520897 -122.9447474
douglas, ga;33.6995565 -84.7622973
douglas twsp, pa;40.27245 -76.90567
douglas, wy;42.75969 -105.382207
douglassville, pa;40.2578714 -75.7263008
douglasville, ga;33.7514966 -84.7477136
dover, fl;27.9941885 -82.2195344
dover, ok;35.9814291 -97.9111665
dover township, nj;42.358703 -83.276138
dovesville, sc;34.4023774 -79.8950643
downieville, ca;39.5604439 -120.8282177
doylesburg, pa;40.2134179 -77.6999909
doylestown, pa;40.3100446 -75.1304588
draper, ut;40.5246711 -111.8638226
dravosburg, pa;40.3506251 -79.8861602
drayton plaines, mi;42.944638 -83.178924
dresden, tn;36.2914512 -88.7081123
driggs, id;43.723252 -111.111333
driscoll, tx;40.5295146 -78.6622421
drummond island, mi;46.0091155 -83.6542429
drummond, wi;46.33689 -91.25797
dry bay, ak;59.1466667 -138.5636111
dry creek, la;30.979197 -89.941248
duanesburg, ny;42.76202 -74.1337383
dublin, ca;37.714402 -121.906329
dublin, oh;40.0992294 -83.1140771
dublin, tx;32.0861509 -98.341871
dublin, va;37.1056784 -80.6853435
dubois, id;44.176298 -112.23082
dubuque, ia;42.5006217 -90.6647967
duchesne, ut;40.2960433 -110.4715153
ducor, ca;35.8916196 -119.047324
dufur, or;45.4531081 -121.1302238
dulce, nm;36.9335998 -106.9991367
dulles, va;38.9538385 -77.3904023
duluth, ga;46.7729322 -92.1251218
duluth, mn;46.7729322 -92.1251218
dumas, ar;33.875244 -91.488393
dumas, tx;35.8635875 -101.9650625
dunbar, wi;45.591557 -88.222435
dunbar, wv;38.3606509 -81.7373485
dundee, ms;34.5242709 -90.4556562
dunedin, fl;28.0197404 -82.7717684
dunkirk, ny;42.479502 -79.333932
dunlap, tn;35.3714575 -85.3905209
dunnellon, fl;29.0491426 -82.4609331
dunsmuir, ca;41.20821 -122.27195
duo, wv;38.0712279 -80.5975857
durand, il;42.4364033 -89.3320582
durango, co;37.2724247 -107.8829032
durhamville, ny;43.1206241 -75.6710161
dutch harbor, ak;53.8867533 -166.5418001
dutchtown, mo;37.2528299 -89.6598148
duxsbury, vt;44.00034 -72.74983
dweese, ne;40.356438 -98.138753
dwight, il;41.0944767 -88.4250597
dyke, va;41.5746209 -118.5723882
e. farmingdale, ny;40.7161787 -73.4199874
e. grand forks, mn;47.9317394 -97.0173554
e. hanover, nj;40.8200998 -74.3648731
e. huntingdon, pa;40.4847959 -78.0102813
eagle, ak;64.7800325 -141.1874495
eagle, co;39.6161124 -106.7172844
eagle lake, tx;29.5895382 -96.331239
eagle mountain, ca;33.857514 -115.487208
eagle pass, tx;28.7091433 -100.4995214
eagle point, or;42.472626 -122.802818
eagle river, ak;45.917176 -89.244299
eagle river, wi;45.917176 -89.244299
earle, ar;35.2750871 -90.4667694
early, tx;30.0285361 -85.3118626
earp, ca;34.1647381 -114.3010628
east bernstadt, ky;37.1895318 -84.1177098
east ellijay, ga;34.6839746 -84.4727049
east fishkill, ny;41.5533306 -73.7956214
east granby, ct;41.9387691 -72.7348082
east greenwich, ri;41.6603788 -71.4558911
east haddam, ct;41.4529215 -72.4613902
east hampton, ny;40.9637919 -72.1851729
east jordan, mi;45.158063 -85.124225
east lansing, mi;42.7355416 -84.4852469
east moriches, ny;40.8050989 -72.7609336
east naples, fl;26.1385453 -81.7665464
east palestine, oh;40.8339509 -80.5403469
east palo alto, ca;37.4688273 -122.1410751
east point, ga;33.6795531 -84.4393724
east sound, wa;48.5998253 -122.8429585
east tawas, mi;44.279461 -83.490252
east wenatchee, wa;47.4156824 -120.2931263
eastford, ct;41.902068 -72.0799095
eastman, ga;32.143564 -83.194358
easton, md;38.7744952 -76.0763065
easton township, mi;43.1139161 -84.0883043
eastover, sc;33.8771147 -80.6922594
eastsound, wa;48.696771 -122.9054625
eaton, oh;39.7439405 -84.6366201
eaton rapids, mi;42.5092039 -84.655814
eatonville, wa;46.8682516 -122.2700681
eau claire, mi;41.9850452 -86.2997387
ebro, fl;30.4479741 -85.874101
eddyville, ky;37.0944971 -88.080301
eden prairie, mn;44.8546856 -93.470786
eden, ut;41.3004965 -111.8121612
edenton, nc;36.057938 -76.6077213
edgartown, ma;41.3890052 -70.5133599
edgerton, oh;41.4486619 -84.7480123
edgewater, md;38.9346773 -76.5532021
edgewood, ky;39.0186719 -84.581888
edgewood, md;39.4187194 -76.2944016
edgewood, nm;35.0614358 -106.1914141
edgewood, tx;32.6981846 -95.8852438
edinburg, tx;26.280689 -98.183295
edison, nj;40.5382375 -74.3945173
edison twshp, nj;40.558976 -74.341065
edmonds, wa;47.8105738 -122.3774952
edmonson, tx;38.3094693 -93.2240908
edwards afb, ca;34.900814 -117.9439533
edwardsburg, mi;41.7956038 -86.0808384
egegik, ak;58.2155556 -157.3758333
egegik river, ak;58.2155556 -157.3758333
egg harbor, nj;39.6452742 -74.366968
egg harbor twsp, nj;40.345165 -74.872592
eklutna, ak;61.4580919 -149.3617169
eklutna lake, ak;61.3728652 -149.0309621
el cajon, ca;32.7947731 -116.9625269
el campo, tx;29.1966405 -96.2696867
el cerrito, ca;37.9154056 -122.301411
el dorado, ar;33.187446 -92.630038
el mirage, ca;34.602213 -117.631168
el monte, ca;34.078573 -118.043456
el paso, tx;31.7600372 -106.487287
el portal, ca;37.67465 -119.78406
el prado, nm;36.4316929 -105.574733
el reno, ok;35.532198 -97.9550578
el segundo, ca;33.912594 -118.383179
el toro mcas, ca;33.6608 -117.641853
elaine, ar;34.311793 -90.893927
elba, al;31.4146108 -86.0677243
elbert, co;39.3138822 -104.0868973
elberta, al;30.4640265 -87.6026721
elberton, ga;34.1112226 -82.8670839
eldersburg, md;39.4037147 -76.9502567
eldon, wa;40.9186301 -92.2229585
eldora, ia;42.360816 -93.0996464
eldorado sprgs., co;39.932819 -105.274867
eldred rock, ak;58.9714906 -135.2211537
electra, tx;38.3321363 -120.6713205
elephant butte, nm;33.1567389 -107.1844728
elfin cove, ak;58.1861925 -136.3168633
elgin, nd;46.367859 -101.755819
elgin, or;45.5649887 -117.9175706
elgin, tx;42.03726 -88.2810994
eli, ne;39.2473992 -114.8902768
elida, nm;33.9467526 -103.6566262
elim, ak;64.6175 -162.26056
eliot, me;43.1531421 -70.8000557
eliza island, wa;48.652465 -122.5848635
elizabeth, pa;40.2692367 -79.8897706
elizabethton, tn;36.3487196 -82.2106876
elizabethtown, ky;37.693952 -85.8591285
elk city, id;45.8268527 -115.4367941
elk city, ok;35.4119944 -99.4042592
elk grove, ca;38.4087993 -121.3716178
elk park, nc;39.7620211 -79.4522605
elk rapids, mi;44.895558 -85.416461
elk river, mn;45.3038538 -93.5671825
elk springs, co;36.583684 -94.4563275
elkader, ia;42.8538739 -91.4054159
elkhart, in;41.71873 -85.937024
elkhart, ks;41.6819935 -85.9766671
elkhorn, wi;42.6727927 -88.5445447
elkin, nc;36.2443013 -80.8484043
elko, nv;40.8324188 -115.7630982
elkridge, md;39.2128338 -76.7137155
elkton, fl;29.7830248 -81.4259091
elkton, md;39.6067789 -75.8332718
elkton, va;39.6067789 -75.8332718
elkwood, va;38.5117916 -77.8558276
ellamore, wv;38.9242692 -80.090356
ellendale, mn;38.8070575 -75.4226971
ellensburg, wa;46.9970635 -120.5451223
ellenville, ny;41.7170379 -74.39571
ellenwood, ga;38.5217881 -76.9413613
ellicott, co;42.734504 -78.7314182
ellington, ct;41.9039863 -72.4698071
elliston, va;37.216522 -80.232543
ellisville, ms;31.6047734 -89.195641
ellsworth, ks;38.6942009 -98.2149289
elm springs, sd;44.3133187 -102.5276665
elma, ny;42.8510195 -78.640311
elmira, ny;42.0897965 -76.8077338
elmwood park, nj;40.9039878 -74.118476
eloy, az;32.7557002 -111.5550419
elrosa, mn;45.5627429 -94.9472391
elwell, mi;43.3875317 -84.7458424
elwin, il;39.778926 -88.9800771
elwood, il;41.4039201 -88.1117242
ely, mn;47.918943 -92.020778
ely, nv;39.2473992 -114.8902768
elyria, oh;41.368251 -82.1065757
embarrass, mn;44.6655362 -88.7073234
emhouse, tx;32.1626501 -96.5772098
emmett, id;43.8734979 -116.4993012
emmett, mi;42.9905832 -82.7649266
emporia, ks;38.4040054 -96.181623
encampment, wy;41.2072663 -106.7930383
enfield, ny;42.435906 -76.6313356
engelhard, nc;35.5096158 -75.9960184
england, ar;34.5442609 -91.9690285
englewood, co;39.6555791 -104.9999358
englewood, fl;26.9620053 -82.3525952
english bay, ak;59.3576281 -151.9219658
enid, ok;36.3967623 -97.8791341
ennis, tx;32.333778 -96.63479
enon valley, pa;40.8547846 -80.4570111
enterprise, or;45.4258114 -117.2780121
entiat, wa;47.6759636 -120.20841
enumclaw, wa;47.2047793 -121.9916371
eola, il;41.7775292 -88.2428476
ephrata, wa;40.1799111 -76.1789242
ephriam, ut;39.373122 -111.62523
epsom, nh;43.22286 -71.33201
epworth, ga;31.164593 -81.4087205
erhard, mn;46.485515 -96.098669
erie, co;42.1294712 -80.0852695
erie, nd;42.1294712 -80.0852695
erie, pa;42.1294712 -80.0852695
ernul, nc;35.2526614 -77.079671
escondido, ca;33.1216751 -117.0814849
esparto, ca;38.6945905 -122.0213681
essex, ca;34.73361 -115.24498
essex, ia;40.8336066 -95.3083218
estacada, or;45.2892636 -122.3362176
estelline, tx;44.574688 -96.902284
estes park, co;40.369766 -105.5496896
ethel, ar;34.298173 -91.1484
ethel, la;30.7912935 -91.1306623
etiwanda, ca;34.1261209 -117.5236622
ettrick, wi;44.1682926 -91.2690443
eudora, ar;33.109566 -91.2620567
eugene, or;44.0505054 -123.0950506
eunice, la;30.4943669 -92.4176324
eureka, ca;40.798802 -124.15192
eureka creek, ak;63.5381105 -150.9286362
eureka, nv;39.9497613 -116.2884505
eureka, ut;39.9541166 -112.1202235
eva, al;34.3323178 -86.758888
evanston, wy;42.0447388 -87.6930459
evansville, in;37.9747645 -87.5558483
evart, mi;43.900575 -85.258097
eveleth, mn;47.462761 -92.538824
everett, wa;47.9673056 -122.2013998
everglades city, fl;25.8601002 -81.380357
evington, va;37.243659 -79.270958
excelsior sprgs, mo;38.25031 -92.50046
fabens, tx;31.5023389 -106.1585829
fairbanks, ak;64.837845 -147.716675
fairchild afb, wa;47.6162458 -117.6469989
fairfield, ca;38.278428 -122.020276
fairfield, ct;41.2943069 -73.37486
fairfield, ia;41.0087364 -91.9626486
fairfield, nj;40.8837102 -74.3059823
fairfield, pa;33.4859402 -86.9119366
fairfield, tx;31.7244035 -96.1648789
fairhope, al;30.4975205 -87.8871011
fairplay, co;39.2251888 -106.0019519
fairton, nj;39.3817814 -75.2199099
fairview, nj;40.8126006 -73.999028
fairview, ok;36.2689248 -98.4798009
falcon, co;38.9330077 -104.6080826
falfurrias, tx;27.2269872 -98.1441714
fall river, ma;41.7010642 -71.1546367
fall river mill, ca;40.978046 -121.433357
fallbrook, ca;33.3764196 -117.2511466
fallon, nv;39.4738129 -118.7783956
falmouth, ky;38.6767366 -84.3304592
falmouth, ma;41.5514979 -70.6147519
false pass, ak;54.8525566 -163.4147747
fancy gap, va;36.6665212 -80.6918684
farewell, ak;64.00028 -150.00028
fargo, ga;46.877229 -96.789821
faribault, mn;44.2949637 -93.268827
farmingdale, nj;40.1965018 -74.1684757
farmingdale, ny;40.7328811 -73.4458564
farmington, ca;37.92987 -121.00436
farmington, mo;36.7304288 -108.2089191
farmington, nm;36.7304288 -108.2089191
faulkton, sd;45.034974 -99.123998
fayette, al;33.7303493 -87.7419088
fayette, mo;39.1458654 -92.6837943
fayetteville, ar;36.0625843 -94.1574328
fayetteville, nc;36.0625843 -94.1574328
feather falls, ca;39.5932207 -121.2563504
fellsmere, fl;27.767806 -80.6014442
felton, pa;39.844726 -76.576556
fenton, mo;38.5131989 -90.4400578
fentress, tx;36.702094 -76.1968809
fergus falls, mn;46.283015 -96.077558
ferguson twnshp, pa;39.979931 -75.347531
fernandina bch, fl;30.6696818 -81.4625919
ferriday, la;31.6301664 -91.5545649
fertile, mn;47.5360723 -96.2802293
festus, mo;38.2207112 -90.3959504
fiddletown, ca;38.5037966 -120.7554891
fifield, wi;45.8796767 -90.4221048
fillmore, ca;34.3985613 -118.9125093
fillmore, ut;38.9688524 -112.3235487
findlay, oh;41.0413873 -83.6503982
finley, tn;36.0359051 -89.4797964
fire island, ny;40.6475997 -73.1459474
firebaugh, ca;36.8588376 -120.4560072
firth, id;43.305193 -112.183029
fishers island, ny;41.2709594 -71.9839111
fishkill, ny;41.5355745 -73.898702
fitchburg, ma;42.5834228 -71.8022956
fitzgerald, ga;31.7149082 -83.2526545
flagler beach, fl;29.4749927 -81.1269982
flagler, co;29.4844412 -81.2917415
flagstaff, az;35.199458 -111.6514259
flamingo, fl;25.1417914 -80.9253491
flat rock, nc;34.5367602 -87.4853028
fleeton, va;37.8151307 -76.2810551
fletcher, nc;35.43067 -82.50123
flint, mi;43.0171773 -83.7236024
flint, tx;32.226635 -95.390166
flippin, ar;36.2789578 -92.5971082
florence, al;34.79981 -87.677251
florence, ks;38.2444619 -96.9280787
florence, ky;38.9989499 -84.6266111
florence, mt;46.6315897 -114.0789959
florence, sc;34.205933 -79.82626
florida city, fl;25.4480101 -80.479102
flower mound, tx;33.0145673 -97.0969552
floweree, ms;32.5443056 -90.850103
floyd, ia;43.0587894 -92.7830539
floydada, tx;33.9845232 -101.3376574
flushing, mi;43.0630834 -83.8510732
flushing, ny;40.7654301 -73.8174291
fogelsville, pa;40.5831514 -75.6326882
folkston, ga;30.8305102 -82.0098375
folsom, la;30.6301889 -90.1873048
fombell, pa;40.8095093 -80.2017277
fond du lac, wi;43.7748763 -88.4458033
fontana, ca;34.0922335 -117.435048
fontana, nc;35.531396 -77.392883
footville, wi;42.6704043 -89.2095622
forest grove, or;45.5197452 -123.1114405
forest hill, md;39.5851063 -76.387739
forestville, wi;44.6899986 -87.4792589
foristell, mo;38.8150501 -90.955972
forked river, nj;39.8398413 -74.1901399
forks township, pa;40.6745095 -79.5939349
forney, tx;32.747893 -96.4719289
forrest city, ar;35.0081474 -90.7898342
forsyth, ga;34.235309 -84.1335644
fort apache, az;33.7906068 -109.98871
fort bidwell, ca;41.8604463 -120.1513388
fort bragg, ca;39.4534731 -123.8149114
fort chaffee, ar;35.3123139 -94.3060452
fort collins, co;40.5508527 -105.0668085
fort dix, nj;40.0301105 -74.6201691
fort hall, id;43.0150153 -112.4466953
fort jones, ca;38.257417 -120.4196445
fort lauderdale, fl;26.1223084 -80.1433786
fort lupton, co;40.0281 -104.9037
fort madison, ia;40.6299403 -91.3151908
fort myers, fl;26.640628 -81.8723084
fort necessity, la;32.0479345 -91.8179063
fort peck, mt;48.0096025 -106.447673
fort pierce, fl;27.4467056 -80.3256056
fort scott, ks;37.8399791 -94.7082882
fort smith, mt;45.3132815 -107.926216
fort stockton, tx;30.8940431 -102.8793222
fort sumner, nm;34.4716695 -104.2455092
fort valley, ga;32.5537585 -83.8874084
fort washington, md;38.7125305 -77.0124598
fort wayne, in;41.0799898 -85.1386015
fort worth, tx;32.753177 -97.3327459
fortress creek, ak;39.47917 -81.737755
fortuna, ca;40.597407 -124.156034
forty fort, pa;41.2789699 -75.8782519
foss, ok;35.4544942 -99.1698099
foules, la;31.8223847 -91.5951223
fountain, co;38.7339579 -104.6622096
fountain, fl;30.4788051 -85.4196476
fountain hills, az;33.6117105 -111.7173613
fowler, co;36.6305058 -119.6784697
francisco, nc;42.2772583 -84.1405067
frankford twnsp, nj;40.16706 -74.49987
frankfort, il;41.4958665 -87.8486613
frankfort, ky;38.2009055 -84.8732836
frankfort, mi;44.633622 -86.234184
franklin center, pa;41.9356113 -80.224782
franklin grove, il;41.8416982 -89.3003765
franklin, la;32.1254252 -91.6778053
franklin, nc;36.1028596 -78.2787229
franklin, nh;43.4442432 -71.6472988
franklin, pa;41.335291 -79.783172
franklin, tn;35.890746 -86.965691
franklin twp, pa;40.8557299 -75.6685979
franklin, wi;42.888627 -88.0384195
franklinton, la;30.8471283 -90.153141
frankston, tx;31.992987 -95.499133
franktown, co;39.3894185 -104.7479671
frazier park, ca;34.8115546 -118.9577629
frederick, md;39.4142186 -77.4109269
fredericksburg, pa;41.6458881 -80.1767266
fredericksburg, tx;38.3031837 -77.4605399
fredericktown, mo;37.5597754 -90.294007
fredonia, az;36.945542 -112.5265889
fredonia, ks;42.440058 -79.331711
freehold twsp, nj;40.267652 -74.247823
freeland, mi;43.5250265 -84.1227598
freemason is., la;29.7910356 -88.9742001
freeport, fl;30.4982516 -86.1360517
freeport, il;42.2966861 -89.6212271
fremont, ca;37.565285 -121.982721
fremont, mi;43.467517 -85.942001
fremont, ne;37.5482697 -121.9885719
frenchglen, or;42.8269485 -118.9142379
frenchtown, nj;40.5262138 -75.06156
frenchville, pa;41.1047806 -78.2200114
fresno, ca;36.7394421 -119.7848307
fresno, tx;29.5388465 -95.4474414
friday harbor, wa;48.5342662 -123.0171242
friedens, pa;40.0500782 -78.9983591
friendly, md;38.7517812 -76.9785858
frisco, nc;33.1506744 -96.8236116
frisco, tx;33.1506744 -96.8236116
fritch, tx;35.6397656 -101.603228
frogmore, la;31.6032246 -91.6704012
front royal, va;38.9178538 -78.1917718
fruit heights, ut;41.0321662 -111.9021622
fruitdale, al;31.3426719 -88.4077946
fryburg, nd;46.870569 -103.302957
fryeburg, me;44.016521 -70.981293
ft. bragg, nc;39.4534731 -123.8149114
ft. carson, co;38.7415445 -104.7794744
ft. dix, nj;40.0301105 -74.6201691
ft. grant, az;32.5363366 -109.9734877
ft. lauderdale, fl;26.1223084 -80.1433786
ft. leonardwood, mo;37.125502 -92.91968
ft. mcclellan, al;33.7107576 -85.737327
ft. pickett, va;30.35019 -81.486277
ft. pierce, fl;27.4467056 -80.3256056
ft. riley, ks;39.058327 -96.8215535
ft. scott, ks;37.8399791 -94.7082882
ft. thomas, ky;39.0786242 -84.4483432
ft wayne, in;41.0799898 -85.1386015
ft.smith, ar;35.3872218 -94.4248983
fullerton, ca;33.8708215 -117.9294165
fulton, mo;38.8467082 -91.9479586
fulton, tx;38.8467082 -91.9479586
fuquay-varina, nc;35.6155187 -78.8164515
gabbs, nv;38.8613481 -117.9310118
gabriels, ny;44.4319972 -74.1809887
gadsden, al;34.010929 -85.9989596
gaffney, sc;35.0717945 -81.6498195
gainesville, fl;29.6519396 -82.3249961
gainesville, ga;34.2887574 -83.8195569
gaithersburg, md;39.1434406 -77.2013705
galax, va;36.6612387 -80.9239671
galena, ak;42.4157304 -90.4294726
galisteo, nm;35.3955945 -105.9464093
gallatin, tn;36.3883031 -86.4475898
gallipolis, oh;38.809803 -82.2023691
gallup, nm;35.5283573 -108.7439489
galt, ca;38.2546373 -121.2999485
galveston, tx;29.299328 -94.7945882
ganado, tx;35.7116198 -109.5421216
gans, pa;39.7428553 -79.8242207
garberville, ca;40.100569 -123.796139
garden city, ks;37.9716898 -100.8726618
gardena, ca;33.888658 -118.307648
gardiner, wa;41.82443 -94.0280102
gardner, ks;42.5750883 -71.998133
gardner, ma;42.5750883 -71.998133
gardnerville, nv;38.9415062 -119.7493512
garfield, co;39.5462048 -107.8776144
garfield, ga;32.649885 -82.098175
garland, ar;34.5488944 -93.1838539
garner, nc;35.7112642 -78.6141709
garrison, mt;46.5232622 -112.81171
garwin, ia;42.0935999 -92.6757524
garwood, id;47.8318494 -116.7774163
garwood, tx;40.6517692 -74.3229264
gary, in;41.6110225 -87.3640762
gasconade, mo;38.4575789 -91.5177499
gasquet, ca;41.8453908 -123.9695195
gaston, sc;33.8170974 -81.1009286
gastonia, nc;35.262082 -81.1873005
gatlinburg, tn;35.714259 -83.5101638
gaylord, mi;45.027513 -84.674752
gaylordsville, ct;41.646483 -73.4842905
geneseo, il;41.4525214 -90.1548426
geneva, al;31.0862933 -85.803014
geneva, fl;28.7397163 -81.1150616
genoa city, wi;42.4983517 -88.3281487
genoa, ne;41.4427626 -97.7355207
genoa, nv;39.0043524 -119.8471238
georgetown, ca;38.924378 -120.703303
georgetown, co;39.7062268 -105.6971252
georgetown, de;38.6900507 -75.3858753
georgetown, oh;38.8645138 -83.9040944
georgetown, sc;33.376834 -79.2944965
georgetown, tx;30.6665525 -97.6779638
georgiana, al;31.6371028 -86.7419175
gerome, ar;33.590601 -91.732829
gerton, nc;35.4792846 -82.3481715
gettysburg, oh;40.1114383 -84.4952293
gettysburg, pa;39.8309399 -77.2310908
geyserville, ca;38.707687 -122.9024964
gibbonsville, id;45.5554753 -113.9231305
gig harbor, wa;47.3259697 -122.5878659
gila bend, az;32.9478267 -112.7168239
gilbert, la;32.0493225 -91.6581797
gilbertsville, ky;37.0245003 -88.2997557
gilbertsville, pa;40.3232451 -75.6080969
gilcrest, co;40.282292 -104.7780809
gill, co;44.5612668 -123.2805799
gillette, wy;44.290635 -105.501876
gilmer, tx;32.7287472 -94.9424379
gilroy, ca;37.0065078 -121.5631723
giltner, ne;40.773909 -98.153565
girdwood, ak;60.9425 -149.1663889
glacier island, ak;48.0974644 -122.4068821
glacier peak, wa;48.1118526 -121.1142193
glacier, wa;48.8901382 -121.9455751
gladewater, tx;32.5365333 -94.9427169
glamis, ca;32.9961524 -115.0723127
glasgow, ky;36.9958841 -85.9119215
glastenbury, vt;43.0003561 -73.0828827
glastonbury, ct;41.703451 -72.539332
glen burnie, md;39.1626298 -76.6250756
glen canyon, ut;29.648235 -98.457208
glen falls, ny;42.9639429 -78.743914
glen mawr, pa;41.3136915 -76.6532868
glenallen, ak;42.6817531 -72.0250794
glencoe, ky;38.7145093 -84.8227255
glendale, az;33.558997 -112.4046831
glendale, ca;34.17051 -118.289463
glendale, or;42.736228 -123.423399
glendive, mt;47.10529 -104.71246
gleneden beach, or;44.8812224 -124.0342812
glenn, ca;39.596546 -122.032181
glennallen, ak;62.1371485 -145.8220535
glenns ferry, id;42.9548989 -115.3009037
glenrock, wy;42.861179 -105.872532
glens falls, ny;43.309941 -73.644447
glenville, nc;42.8682502 -73.9282787
glenwood, mn;45.6502394 -95.3897582
globe, az;33.3959511 -110.787177
gloucester, va;37.4452288 -76.5594479
gold bar, wa;47.8540432 -121.6932029
gold beach, or;42.407333 -124.421774
gold run, ca;39.180731 -120.8557726
gold strike, nv;35.7773155 -115.3288177
golden, co;39.718539 -105.245659
golden meadow, la;29.3791112 -90.2600787
golden, mo;36.5245946 -93.6540088
goldendale, wa;45.8206794 -120.8217312
goldsboro, nc;35.3848841 -77.9927651
goldsby, ok;35.141179 -97.4769773
goleta, ca;34.4358295 -119.8276389
goliad, tx;28.6683252 -97.3883265
golovin, ak;64.5433333 -163.0291667
good hope, il;40.5578178 -90.6734649
goodland, ks;39.350833 -101.7101722
goodview, mn;44.061987 -91.6954403
goodway, al;31.3368355 -87.4258186
goodyear, az;33.3975655 -112.4333289
goose prairie, wa;46.8952168 -121.2670089
gordon, al;31.1412918 -85.0965965
gordon, ky;36.9928696 -83.02433
goree, tx;33.514168 -99.572744
goreville, il;37.5544953 -88.9722932
gorham, nh;43.6796943 -70.4429342
gorman, ca;34.79609 -118.852596
gorst, wa;47.5219375 -122.7054615
goshen, in;33.7341086 -117.7642447
goshen, ky;38.4031218 -85.5741276
gothenburg, ne;40.945256 -100.129125
goudeau, la;30.871859 -92.0142852
gouldsboro, pa;41.2445293 -75.4560183
gov't camp, or;44.00013 -120.50139
grace, id;42.525874 -111.76691
graceville, mn;45.521519 -96.440429
graford, tx;32.9376218 -98.2469919
grafton, ia;43.3299641 -93.0693679
grafton, il;38.9700484 -90.4315046
graham, tx;47.0395996 -122.2785729
grain valley, mo;39.0187651 -94.1976452
granada hills, ca;34.2962795 -118.5058986
